ROWID  RA DEC PSFMAG_R
901028571802347  329.8430160844   -8.1215798792 14.24
901028571900319  330.0123290124   -7.9606901174 14.31
901028571900713  330.0312259201   -7.9985180794 14.27
901028571901924  330.0861285162   -8.1236601152 14.03
901028571904506  330.2074791956   -7.9320638564 14.19
901028572000244  330.2618478684   -7.9115951310 13.62
901028572001796  330.3237975112   -8.0320326581 14.02
901028572002046  330.3347485438   -7.9915615466 13.79
901028572102494  330.6152875440   -7.9838062474 13.63
901028572200766  330.7898391260   -7.9773034126 13.86
901028572201876  330.8421266417   -7.9298817129 13.82
901028572202384  330.8647490873   -8.0848194153 13.71
901028572300312  331.0188353679   -8.0142417922 14.28
901028572300719  331.0365407253   -8.0969411727 13.87
901028572300805  331.0409216416   -8.0709300739 13.47
901028572305015  331.2448162271   -7.9799632871 13.79
901028572401111  331.3136617442   -7.9682234685 14.35
901028586804796    7.7821996001   -7.7268711970 14.30
901028587001116    8.1124128172   -7.6365214467 14.03
901028587105403    8.5172868697   -7.8403876951 14.07
901028587201276    8.6234516931   -7.7907445839 14.06
901028587204254    8.7653155836   -7.7500846428 14.84
901028587302005    8.9163233639   -7.8710266417 14.31
901028587304384    9.0341727563   -7.7951503554 14.32
901028587400331    9.0891097321   -7.6453009705 13.64
901028587402265    9.1723398387   -7.6599347674 14.30
901028587601931    9.6592538225   -7.7234096320 13.77
901028587604580    9.7787884866   -7.6864603453 14.24
901028587801204   10.1296810251   -7.7920780501 13.97
901028587903364   10.4758696961   -7.7151537538 14.19
901028588203842   11.2525898898   -7.7184748761 13.91
901028588203869   11.2534857705   -7.8017047275 13.88
901028588304079   11.5185298893   -7.7768419609 14.29
901028588404379   11.8095172036   -7.8214498193 13.88
901028588502091   11.9520220812   -7.7346012998 14.11
901028588504916   12.0910628127   -7.7081995664 14.32
901028588601284   12.1652741554   -7.8502102284 14.32
901028588700274   12.3653107863   -7.7552470396 13.91
901028588802668   12.7320872963   -7.6872085742 13.70
901028589001923   13.1910719919   -7.7875671331 14.32
901028713605034  327.4126427550   -7.6376045987 13.45
901028713606912  327.4776155287   -7.7477799908 13.96
901028713704189  327.6145524759   -7.8502525973 14.34
901028713704556  327.6280458230   -7.7674868970 13.47
901028713801244  327.7699250113   -7.7731375446 13.97
901028713801452  327.7779082770   -7.8711428487 14.13
901028713802625  327.8310161273   -7.8223984879 14.14
901028713804762  327.9234132683   -7.7123195415 14.17
901028713805193  327.9426014339   -7.6493751675 14.04
901028713805666  327.9675225679   -7.6932667613 13.75
901028713900496  328.0018146743   -7.6762846251 13.67
901028713901707  328.0549146465   -7.7341421212 14.40
901028713901895  328.0631361684   -7.6893262131 13.96
901028713904361  328.1737504819   -7.8679259103 13.61
901028714002851  328.3574828456   -7.6369649876 14.40
901028714100887  328.5227520913   -7.7617399477 14.29
901028714201983  328.8125351386   -7.8642919003 13.88
901028714202621  328.8370643475   -7.7239368726 14.13
901028714203646  328.8756600386   -7.6633289994 13.96
901028714301719  329.0577142313   -7.8448104085 13.78
901028714303593  329.1291774598   -7.8302799588 14.29
901028714304549  329.1611064445   -7.6557603835 13.45
901028714304560  329.1614583645   -7.8065732432 14.14
901028714400351  329.2535410221   -7.6689302959 13.84
901028714400373  329.2545978415   -7.6524903723 14.11
901028714406777  329.4900540378   -7.7175994642 14.35
901028714406916  329.4949749592   -7.7351007862 14.13
901028714503513  329.6320132878   -7.7433427475 13.52
901028714603782  329.8924213810   -7.7537634814 13.52
901028714701409  330.0604900351   -7.8368642153 13.60
901028714802123  330.3439331564   -7.6420098402 14.21
901028714900547  330.5261616170   -7.7126338333 13.95
901028715000971  330.8000738988   -7.6782190761 13.71
901028715003346  330.8957761389   -7.7009670417 13.80
901028715004033  330.9266915449   -7.6874368438 14.20
901028715101472  331.0780928628   -7.8179835428 13.42
901028715102870  331.1397542406   -7.7696127922 14.32
901028715200665  331.2944183309   -7.8080327442 13.64
901028729800359    8.0682462603   -7.5406973032 14.41
901028729804163    8.2185769716   -7.6152338060 14.19
901028729902746    8.4234167920   -7.4472141123 14.33
901028730000888    8.5929059501   -7.5205684944 13.96
901028730001764    8.6293990283   -7.3962751868 13.75
901028730002916    8.6756817735   -7.5439121034 13.52
901028730203232    9.1961603468   -7.5194286823 13.75
901028730305615    9.5325487637   -7.4454477429 14.05
901028730704285   10.5037393406   -7.4123781935 14.34
901028730704690   10.5235327356   -7.6126133854 14.27
901028730804496   10.7772942664   -7.5012487190 14.11
901028730900646   10.8585131039   -7.4717808697 14.21
901028730902545   10.9531094873   -7.4627008477 13.82
901028731005602   11.3021521812   -7.5518656207 14.37
901028731100161   11.3367855066   -7.5687507920 13.61
901028731203761   11.7740551058   -7.6193631917 14.23
901028731204460   11.8089309665   -7.4373703647 14.35
901028731300235   11.8449367074   -7.4937027638 14.23
901028731300637   11.8675554180   -7.5386981361 14.24
901028731401226   12.1412877933   -7.5839571474 14.34
901028731402124   12.1850302338   -7.5929481045 13.62
901028731404970   12.3334191495   -7.4037094470 14.39
901028731503298   12.5000027604   -7.4255268007 14.20
901028731702854   12.9596621771   -7.5459644933 14.57
901028856605250  327.4645097518   -7.5995157363 14.20
901028856606067  327.4956395255   -7.4371431481 13.48
901028856700642  327.5477812428   -7.5951234151 13.64
901028856701218  327.5690487848   -7.4548497176 13.78
901028856800295  327.7846832815   -7.4447012589 13.44
901028856803490  327.9326573664   -7.4828647877 14.34
901028856803688  327.9406454943   -7.4722464189 13.72
901028856803701  327.9410566758   -7.4275221747 14.06
901028856803739  327.9423230218   -7.4121906811 13.65
901028856804479  327.9737398767   -7.4667569938 14.26
901028856804589  327.9786140258   -7.5505027114 14.28
901028856805187  328.0019890968   -7.4727731617 14.11
901028856900642  328.0522734669   -7.4409165087 13.68
901028856901732  328.0956980817   -7.3828813898 14.09
901028857002616  328.3797749879   -7.5249821169 13.86
901028857002707  328.3836257318   -7.5146616770 14.06
901028857003861  328.4342460182   -7.3947587908 14.14
901028857004232  328.4530371921   -7.4033246294 13.90
901028857004295  328.4557622717   -7.4999026057 13.58
901028857100210  328.5376422314   -7.4152928310 13.91
901028857202621  328.8988781407   -7.4802827110 14.10
901028857204580  328.9830396831   -7.5196954809 13.94
901028857402450  329.3833148488   -7.5882145933 13.62
901028857403532  329.4302845225   -7.4719597756 13.47
901028857404270  329.4602820501   -7.6073562605 13.66
901028857405278  329.5052536965   -7.6029068294 14.80
901028857501773  329.6008877333   -7.4079070716 13.39
901028857503070  329.6517802940   -7.5783467758 14.01
901028857503142  329.6541182161   -7.6236172141 13.80
901028857504887  329.7202863226   -7.4895631864 14.05
901028857506124  329.7730846978   -7.4784361006 13.75
901028857601306  329.8466595469   -7.5800067410 13.82
901028857702346  330.1551916969   -7.4105125441 13.52
901028857703731  330.2132075569   -7.3972202587 13.99
901028857704390  330.2407700164   -7.3779968834 13.49
901028857800262  330.3025782802   -7.4283380705 13.70
901028857800674  330.3211992950   -7.4928035340 13.95
901028857801072  330.3411038426   -7.5536053860 14.25
901028857802665  330.4154113534   -7.5664032564 13.94
901028857804322  330.5013543309   -7.3896302258 14.29
901028857900061  330.5468886276   -7.5830445971 13.63
901028857901440  330.6171546870   -7.3782332063 13.92
901028857902362  330.6584783700   -7.5392989950 13.48
901028858000824  330.8377700442   -7.3830551762 14.29
901028858002684  330.9214970193   -7.5696411127 13.95
901028858102570  331.1679358400   -7.5572043215 14.05
901028858103815  331.2256466233   -7.3864632415 13.68
901028858105139  331.2867593180   -7.4857231551 14.31
901028858200359  331.3198543189   -7.5622465128 14.38
901028872804673    8.2571685868   -7.1742904500 13.65
901028873003589    8.6908626548   -7.1935035661 13.98
901028873003993    8.7080417421   -7.1516235822 14.12
901028873100116    8.8140942857   -7.1342969697 14.32
901028873203071    9.1782587436   -7.2595970697 14.37
901028873405316    9.7638566445   -7.3142079221 14.45
901028873406867    9.8180064771   -7.3048223892 13.99
901028873503460    9.9526478480   -7.3414298530 14.31
901028873606003   10.2788578047   -7.2366087739 14.29
901028873705724   10.5537567549   -7.2303313956 13.56
901028873802159   10.6789053533   -7.2802895041 13.87
901028873805096   10.8047601269   -7.3464263376 13.69
901028874001136   11.1252969368   -7.2229532275 14.24
901028874001649   11.1480446252   -7.2633209888 14.19
901028874201016   11.6341697087   -7.3577178886 13.64
901028874301744   11.9129213980   -7.1802380068 14.12
901028874304033   12.0051885278   -7.3688342650 14.29
901028874404223   12.2624349942   -7.1601052172 13.79
901028874501693   12.4074918585   -7.1573466601 14.16
901028874502372   12.4370166327   -7.2635070739 13.83
901028874504791   12.5396336073   -7.1292857845 14.25
901028874602389   12.6777546892   -7.2571592694 14.26
901028874602842   12.6954702770   -7.1327890132 14.02
901028999606081  327.5202755522   -7.2934276104 13.69
901028999700544  327.5444953707   -7.2316930728 13.86
901028999701254  327.5727802038   -7.3529398865 14.34
901029000101407  328.5929172801   -7.2872710015 13.93
901029000104224  328.7375332818   -7.3034235486 13.90
901029000104384  328.7463817871   -7.3260734125 13.87
901029000200968  328.8256756499   -7.1508336746 14.11
901029000300373  329.0504685517   -7.2995300782 14.13
901029000401352  329.3400056738   -7.3722555836 13.61
901029000403271  329.4210122086   -7.3051114680 13.59
901029000405424  329.5133906604   -7.2841575014 14.30
901029000405537  329.5179232422   -7.3372351663 14.19
901029000500144  329.5425283956   -7.3465742036 14.00
901029000500623  329.5598829746   -7.2059542300 14.11
901029000504027  329.7039888085   -7.1720347695 14.17
901029000505525  329.7649815558   -7.2618601155 13.77
901029000600531  329.8100545414   -7.2063771811 13.38
901029000600889  329.8262378252   -7.3412377408 13.73
901029000601358  329.8482969506   -7.1767579411 14.28
901029000601802  329.8661476096   -7.2088526434 14.24
901029000602208  329.8863561874   -7.3427941489 14.41
901029000700527  330.0645921169   -7.3428008822 13.41
901029000703483  330.1880472999   -7.3420468818 13.93
901029000703897  330.2070090398   -7.1391839497 13.90
901029000801565  330.3766131710   -7.1457915594 13.51
901029000802013  330.4007990540   -7.3541478671 13.91
901029000901073  330.6037155492   -7.3712867976 13.46
901029000902656  330.6833488069   -7.3199520282 13.77
901029001001804  330.8924919541   -7.3018081272 13.84
901029001003756  330.9910106721   -7.2210960971 13.74
901029001100447  331.0690271672   -7.2292028230 13.79
901029001100708  331.0829724105   -7.1652466899 14.29
901029001101834  331.1375516922   -7.1612570745 13.74
901029001102943  331.1924397765   -7.3660341969 13.94
901029001104645  331.2663046878   -7.2830473379 14.23
901029001104671  331.2675660379   -7.2515159974 13.90
901029016001810    8.6271670052   -7.0718672497 13.72
901029016102602    8.8903562240   -6.9826698602 14.23
901029016103397    8.9167549511   -6.9394788540 13.83
901029016105364    8.9766835571   -6.8845342330 14.10
901029016507123   10.0524315760   -7.1061490740 14.54
901029016603497   10.2166906497   -7.0473929614 14.49
901029016702359   10.4039766802   -7.0875358554 14.26
901029016707485   10.5647691069   -6.8845391272 14.10
901029017000130   11.0807881985   -7.0928017213 14.26
901029017002615   11.1888740391   -7.1016664885 13.90
901029017304198   12.0162513427   -7.0311556399 13.60
901029017400729   12.1112623813   -7.1166237251 14.37
901029017502173   12.4200341129   -7.1084809555 13.67
901029017601063   12.6240912784   -7.0554539943 14.03
901029142702270  327.6036654218   -6.9292496583 13.55
901029142705393  327.7231814103   -7.0400259588 13.40
901029142802095  327.8700092987   -6.9755380340 14.39
901029142802973  327.9100811914   -6.9463603467 13.79
901029142901254  328.0784855470   -6.9483516123 13.90
901029142904559  328.2155064636   -7.0441747577 14.22
901029143001710  328.3563470365   -7.0659678032 13.58
901029143002415  328.3872878612   -6.9698273047 14.24
901029143004169  328.4671845338   -7.0468166518 14.37
901029143100364  328.5476887493   -7.0566497670 13.71
901029143101686  328.6086077397   -7.0083854208 13.95
901029143103533  328.6904746399   -7.0219340467 14.17
901029143200436  328.8004649995   -6.9924080336 14.11
901029143202546  328.8919416259   -7.0866379524 13.95
901029143202990  328.9096655984   -7.1127474317 14.35
901029143203038  328.9116096296   -6.9453785947 14.23
901029143203437  328.9274252898   -7.0836083139 14.04
901029143204552  328.9729667411   -7.0732750861 13.55
901029143301349  329.0872453430   -7.1080483444 14.50
901029143302023  329.1122659155   -7.0934479461 14.12
901029143303564  329.1726101680   -6.9165952095 14.20
901029143403765  329.4270544193   -7.0035985592 13.44
901029143500640  329.5567650048   -6.9977689357 14.06
901029143501052  329.5715408867   -6.9698965871 13.48
901029143504502  329.6963740635   -6.9405143583 13.98
901029143600471  329.8053732585   -6.9836372355 14.11
901029143600942  329.8217687584   -7.0132972174 13.78
901029143602996  329.9032265885   -6.9490643778 13.73
901029143603671  329.9284852927   -6.9679836720 13.78
901029143605024  329.9825481443   -7.0188330305 13.43
901029143606290  330.0376708108   -7.1222303639 14.36
901029143702587  330.1475091292   -6.9149343044 14.12
901029143704513  330.2219546838   -6.8993387119 13.61
901029143704583  330.2249468436   -6.9422029359 13.94
901029143802817  330.4273790363   -6.9828733100 14.04
901029143803043  330.4385754346   -6.9017734394 14.18
901029143900563  330.5752059979   -7.0999383747 15.07
901029143904319  330.7495440855   -7.0265793129 13.59
901029144001516  330.8614765702   -6.9916505907 14.34
901029144003940  330.9744100205   -7.0262339944 13.67
901029144101448  331.1145721666   -7.0651289388 13.60
901029144103335  331.2057127480   -7.0580603177 14.09
901029159007778    8.7986376681   -6.7168801270 14.27
901029159103341    8.9132874445   -6.7987860359 14.40
901029159202362    9.1188829534   -6.8367766847 14.36
901029159405670    9.7314087169   -6.7898652765 14.07
901029159500707    9.8295052586   -6.8257167552 14.03
901029159502882    9.9095864570   -6.6752892695 14.05
901029159503127    9.9183120296   -6.6870849150 14.02
901029159606879   10.2832759816   -6.8742801255 14.26
901029159804058   10.6817103334   -6.8501997176 14.23
901029160003784   11.2021547048   -6.7713365233 13.83
901029160005326   11.2617811844   -6.7297795706 13.79
901029160101068   11.3503935535   -6.8464432808 13.80
901029160205894   11.7977393904   -6.7764591711 13.70
901029285902230  327.6758045872   -6.8239879095 14.32
901029285903253  327.7236226034   -6.8698577585 13.53
901029286000068  327.8233684217   -6.7547778493 14.13
901029286000572  327.8490364289   -6.8701134160 14.20
901029286001356  327.8864122114   -6.7363343869 13.99
901029286002758  327.9529108066   -6.8175882778 14.39
901029286002963  327.9627775365   -6.6800847248 14.37
901029286003660  327.9963232647   -6.7245441946 14.33
901029286100822  328.1168925551   -6.7082665106 13.49
901029286101108  328.1293548662   -6.6925009185 13.97
901029286102167  328.1777255625   -6.6291273671 14.08
901029286104200  328.2736049627   -6.8421406786 14.34
901029286104509  328.2883152841   -6.6869170071 14.27
901029286104928  328.3096993272   -6.6938491117 14.19
901029286204570  328.5398101907   -6.6340475664 13.54
901029286303179  328.7145153969   -6.7563104769 13.77
901029286303862  328.7478506905   -6.7515095986 13.89
901029286400275  328.8370844323   -6.8428212571 14.20
901029286501248  329.1290224359   -6.8397671909 13.78
901029286501597  329.1423304640   -6.6995849909 13.66
901029286501982  329.1582865254   -6.6464721510 13.81
901029286502487  329.1786760530   -6.6920166869 13.73
901029286502652  329.1861312019   -6.7553828786 13.96
901029286503690  329.2340035312   -6.6529411769 13.54
901029286503813  329.2405245064   -6.8631369744 13.46
901029286504964  329.2956047860   -6.7351571818 14.22
901029286600841  329.3711278861   -6.8199955308 13.43
901029286604565  329.5307928763   -6.8335092114 14.28
901029286700474  329.5994747250   -6.6359423728 14.11
901029286700847  329.6166965217   -6.7645380566 13.69
901029286701334  329.6396827590   -6.8240276716 14.04
901029286702618  329.6919672197   -6.6607990226 13.43
901029286704525  329.7620848470   -6.7063894864 13.51
901029286704861  329.7753950622   -6.8706217972 14.36
901029286705504  329.8067493210   -6.6979499807 13.96
901029286800471  329.8517667123   -6.6315829286 14.32
901029286802048  329.9213339764   -6.6335206321 14.13
901029286802868  329.9594562516   -6.7833272156 13.71
901029286803470  329.9825158650   -6.7029829879 14.26
901029286901381  330.1431928250   -6.7144571863 14.10
901029286902121  330.1704999568   -6.8166548803 14.38
901029286902213  330.1740226354   -6.6945363934 13.56
901029286902533  330.1869438859   -6.8106812324 13.71
901029286904966  330.2849874686   -6.7388612306 14.35
901029286905410  330.3044014349   -6.6897494933 14.26
901029287001712  330.4176428880   -6.7017111850 13.73
901029287003944  330.5258052289   -6.8630627703 14.03
901029287101212  330.6545097869   -6.8715482077 13.90
901029287101386  330.6646459359   -6.8454757174 13.79
901029287104115  330.8087136930   -6.8240291643 13.52
901029287203077  331.0013493081   -6.7223636781 13.64
901029302508550    9.5455010578   -6.5575009980 14.12
901029302806781   10.2574361374   -6.4803058065 14.24
901029302902564   10.3810757942   -6.3957488264 13.48
901029302905916   10.4876007967   -6.4287196353 14.29
901029303007073   10.7864685463   -6.6049258449 14.02
901029303105115   10.9680418828   -6.3816684175 13.83
901029303201955   11.1315773970   -6.5203972563 14.09
901029303408028   11.8133102944   -6.5640383478 14.27
901029303502758   11.9106449099   -6.5449551287 13.87
901029303601116   12.1064718898   -6.6105199920 14.01
901029429104538  327.8120739128   -6.5914060550 13.89
901029429200535  327.8481593458   -6.5733118808 13.75
901029429202545  327.9456900618   -6.5427843560 14.13
901029429203154  327.9724334085   -6.4093916449 14.34
901029429301790  328.1536186166   -6.4491548081 13.79
901029429302222  328.1708855186   -6.5439374588 14.00
901029429302962  328.2025094814   -6.6031061176 14.08
901029429303604  328.2295465765   -6.5532607060 14.33
901029429303843  328.2402768194   -6.5264226008 13.63
901029429304367  328.2641172227   -6.4405674432 13.73
901029429305303  328.3036833990   -6.4191585964 14.00
901029429305373  328.3063058167   -6.5568972404 14.22
901029429305725  328.3217254082   -6.4108121445 13.98
901029429401260  328.3786676448   -6.5939802234 14.24
901029429505627  328.8068002117   -6.5473040891 13.92
901029429601347  328.8882319913   -6.6245170867 13.61
901029429602108  328.9218456313   -6.4898705408 13.72
901029429602371  328.9339477936   -6.4394162284 13.89
901029429602485  328.9387209740   -6.3975055169 13.98
901029429602579  328.9425263340   -6.4884742341 14.10
901029429700517  329.0995352279   -6.4132305115 13.65
901029429701000  329.1207639121   -6.5821200484 13.82
901029429702211  329.1716295378   -6.6027471556 13.74
901029429702421  329.1801758230   -6.5693821869 13.49
901029429703473  329.2258456883   -6.3872421451 14.34
901029429801198  329.3825057808   -6.3776350431 14.32
901029429801510  329.3962719089   -6.3764619340 13.46
901029429801798  329.4084150718   -6.4623133492 13.84
901029429803626  329.4877574479   -6.4045678397 14.10
901029429803913  329.5006563916   -6.5733733641 14.23
901029430002687  329.9264532727   -6.4126066019 13.57
901029430004510  330.0009835312   -6.6067846332 13.66
901029430005953  330.0584935639   -6.3976317009 14.10
901029430005987  330.0596501855   -6.5919737703 13.55
901029430104512  330.2683019625   -6.6194304939 13.87
901029430105077  330.2980068510   -6.5315573955 14.21
901029430105634  330.3256262761   -6.4494055526 13.86
901029430201134  330.3914403793   -6.4915923008 14.20
901029430201497  330.4139600088   -6.4580550169 13.45
901029430202286  330.4580983377   -6.4170020704 13.80
901029430204167  330.5582508304   -6.5438982407 14.28
901029430302608  330.7383147512   -6.5284529221 13.96
901029445803156    9.6560548678   -6.3420298862 14.23
901029445808185    9.8037710117   -6.2533598016 13.65
901029445900646    9.8220414058   -6.2210447619 14.19
901029445906618   10.0039993454   -6.2713387749 13.72
901029446103593   10.4255946727   -6.3097660990 14.39
901029446105677   10.4996334294   -6.2754194776 14.21
901029446205036   10.7252094460   -6.2270648642 14.39
901029572501406  328.1304167946   -6.3164658739 14.13
901029572502837  328.1897312249   -6.3431869891 14.26
901029572503586  328.2174983292   -6.3069019841 14.40
901029572700580  328.5990425738   -6.3070278036 13.87
901029572803171  328.9740448981   -6.1507149955 14.37
901029572803240  328.9770093942   -6.2079503815 13.83
901029572803295  328.9793595324   -6.1835102201 13.66
901029572804719  329.0448641131   -6.1574679636 13.48
901029572901200  329.1281076517   -6.1632597624 13.57
901029572901209  329.1284830052   -6.1582236239 13.68
901029572905108  329.3194216376   -6.2467881263 13.97
901029573001546  329.3827786768   -6.2191637546 13.80
901029573005049  329.5118160001   -6.3595990760 14.19
901029573006035  329.5490492225   -6.2676374153 14.43
901029573006701  329.5746627868   -6.2020099998 14.24
901029573101664  329.6464981737   -6.1713616467 14.33
901029573101811  329.6518655819   -6.3351614837 13.50
901029573104152  329.7300430596   -6.1263259844 14.16
901029573106604  329.8121758899   -6.3508438939 13.65
901029573204523  330.0024605347   -6.3473765443 14.25
901029573204613  330.0057092375   -6.2699072694 13.84
901029573401067  330.3781404740   -6.1401963774 14.36
901029716002445  328.4538518474   -6.0674055287 14.39
901029716101074  328.6561519409   -6.0864804817 14.01
901029716103870  328.7583558713   -6.0120251090 13.94
901029716105120  328.8117910265   -5.9452845405 14.21
901029716200818  328.9032284227   -5.9751815805 14.00
901029716203228  329.0033998298   -6.0267588745 14.32
901029716300182  329.1265990710   -6.0134890689 14.12
901029716302361  329.2156549257   -5.9389521259 14.31
901029716302952  329.2397996853   -6.0357572355 14.11
901029716304015  329.2822301706   -6.0243607602 13.92
901029716304718  329.3103783349   -5.9383902741 14.02
901029716305600  329.3474725473   -5.9890147078 13.97
901029716400799  329.4008161585   -6.0342451280 13.76
901029716401926  329.4456436969   -5.9963785201 14.41
901029716402090  329.4517583575   -6.0003433760 13.78
901029716403044  329.4903746387   -6.0855491305 14.08
901029716406272  329.6130072136   -5.9930989906 13.46
901029716505261  329.8101786669   -6.0279655825 14.13
901029716600863  329.9011491003   -6.0325163137 14.27
901029716601854  329.9365074478   -5.9137425279 14.12
901029716606678  330.1174475846   -6.0274982065 14.41
901029716704191  330.2790294957   -6.1112955220 14.09
901029859800809  329.4004277759   -5.8615264489 13.86
901030594802847   12.6125962221   -4.1269764823 14.44
901030594804410   12.6657768007   -4.1738149396 14.21
901030595101309   13.3070361667   -4.3560027781 14.10
901030595103597   13.3782031172   -4.2854341407 14.32
901030595105122   13.4287863041   -4.3114990491 14.32
901030595106983   13.4880718827   -4.1536097836 14.56
901030595302125   13.8347540700   -4.2751085216 13.62
901030595307994   14.0097771676   -4.2271277942 14.03
901030595402727   14.0976335158   -4.3035931599 14.35
901030595403077   14.1086230758   -4.2123980615 14.30
901030595500548   14.2858419260   -4.2284428738 14.31
901030595507123   14.5030799352   -4.1308698836 14.24
901030595603165   14.6182477137   -4.1354621772 14.26
901030595606296   14.7293064072   -4.2516543970 14.73
901030595803328   15.1341369934   -4.2529627155 13.87
901030595900313   15.2822601579   -4.1797648953 13.89
901030738500219   12.2731210308   -3.8800668466 14.06
901030738500340   12.2777812344   -3.8965769158 14.39
901030738704523   12.9359189253   -4.0459400128 14.44
901030738800617   13.0360839201   -3.9151200874 13.96
901030738804654   13.1737831422   -3.9143870966 14.36
901030738903645   13.3822214762   -3.8802280866 14.32
901030738907428   13.4948560522   -3.9746601904 14.42
901030739003137   13.6233244164   -3.9596391003 14.19
901030739003661   13.6393870311   -4.0890695656 13.63
901030739004698   13.6667127982   -4.0115589159 14.04
901030739103307   13.8732241161   -3.9031736760 13.78
901030739107423   14.0027303432   -4.0324659110 14.06
901030739202530   14.0946439553   -4.0909091114 13.91
901030739206751   14.2440818610   -3.9559694491 13.95
901030739303608   14.3976424676   -3.9269956856 14.24
901030739306647   14.4979239121   -3.9540132893 14.47
901030739503288   14.8899989698   -4.0961033865 13.79
901030739505055   14.9513312181   -3.9948067830 14.18
901030739603664   15.1345214591   -4.1109767366 14.02
901030739703843   15.3995496124   -3.9575191708 14.46
901030739705515   15.4465656993   -3.9857113870 14.08
901030739801424   15.5635922998   -4.0000467428 14.01
901030739801885   15.5764723030   -4.1193854983 13.97
901030882204689   12.1760352022   -3.6835433125 13.88
901030882206760   12.2447355941   -3.8715579587 14.15
901030882703536   13.3865268612   -3.8398881466 14.75
901030882807958   13.7550059460   -3.8310990339 14.14
901030882903603   13.8801424443   -3.7282510408 14.14
901030882904699   13.9140472528   -3.7017800074 14.14
901030882907400   13.9984731706   -3.8743081224 14.04
901030883203929   14.6390062790   -3.7914836656 14.10
901030883208067   14.7674878867   -3.6375400095 13.81
901030883306075   14.9488149661   -3.8553853985 14.31
901030883401415   15.0603447220   -3.7461097579 14.45
901030883402892   15.1077336773   -3.6507414089 14.03
901030883404790   15.1653934708   -3.6549807731 13.86
901030883500314   15.2792825018   -3.7654047304 13.91
901030883502082   15.3388420761   -3.6872548278 14.28
901030883602403   15.5858330382   -3.8116012675 14.38
901030883700347   15.7801598699   -3.6642506242 13.98
901030883701013   15.7971533702   -3.6912067445 14.46
901030883701438   15.8087780000   -3.7076655056 14.43
901030883702798   15.8439185105   -3.8546647151 13.96
901031025807346   11.7325573581   -3.5105343362 14.02
901031026001344   12.0611436041   -3.4738407364 14.18
901031026006818   12.2440488946   -3.6222618580 14.05
901031026101065   12.3047389769   -3.5060082825 14.20
901031026105569   12.4517307500   -3.6135663430 14.16
901031026202166   12.5866575185   -3.4022131492 14.36
901031026203836   12.6441869445   -3.5871125992 13.55
901031026204797   12.6758691755   -3.3860351493 14.65
901031026307715   13.0064290004   -3.5102345865 14.24
901031026400968   13.0494472726   -3.4741236758 13.85
901031026501736   13.3160432563   -3.5471463901 13.73
901031026507171   13.4869939704   -3.4114134295 14.33
901031026607354   13.7302293597   -3.5454398969 14.37
901031026700971   13.7977182328   -3.5784863965 14.16
901031026707793   13.9974261321   -3.3976517403 14.10
901031027001508   14.5570152852   -3.4316518130 14.24
901031027004784   14.6423861112   -3.4338570989 14.24
901031027100868   14.7926458890   -3.4979736794 14.43
901031027101125   14.7995992850   -3.5697638116 13.90
901031027104743   14.8947665116   -3.5661057254 14.14
901031027208638   15.2590084967   -3.5273630572 14.27
901031027304938   15.4047189539   -3.6119496167 14.38
901031027307876   15.4933524500   -3.3921069426 14.25
901031027401245   15.5575316886   -3.5507434883 14.40
901031027405531   15.6949570296   -3.4563864096 14.21
901031027707086   16.4795953949   -3.4295790765 13.55
901031169706464   11.9857394201   -3.3334584421 14.38
901031169806177   12.2349613489   -3.3491840708 14.70
901031169904585   12.4170919872   -3.3617107052 14.13
901031170005655   12.7097815684   -3.2455894897 14.31
901031170102177   12.8330037634   -3.1888208398 14.34
901031170104034   12.8865500105   -3.2197541092 14.28
901031170207820   13.2551777725   -3.2686152832 14.50
901031170302329   13.3407397722   -3.1937270152 14.28
901031170303020   13.3639400234   -3.1608025892 14.27
901031170305170   13.4263925229   -3.1763313868 14.39
901031170400212   13.5254753345   -3.2788811459 14.42
901031170401041   13.5523377546   -3.2847253256 13.75
901031170500229   13.7755536627   -3.3431716258 14.46
901031170601516   14.0632257966   -3.3715091995 14.14
901031170608387   14.2429072377   -3.3514998178 14.26
901031170700888   14.2936610941   -3.2847010170 14.27
901031170700954   14.2954224807   -3.2421676756 14.52
901031170703085   14.3644415251   -3.1616645607 14.08
901031170706762   14.4943628079   -3.2707629074 14.28
901031170802387   14.5923997642   -3.3137071492 14.26
901031170900097   14.7708192335   -3.2588633955 14.44
901031170902036   14.8228216784   -3.3075343511 14.11
901031171105105   15.4043527935   -3.3437399937 15.31
901031171105648   15.4198580947   -3.1543394138 13.99
901031171201885   15.5771879063   -3.2761310306 13.93
901031171301856   15.8303051803   -3.2090703109 14.25
901031171303736   15.8899383363   -3.3697233595 13.86
901031171306508   15.9729664241   -3.2465271991 13.96
901031171503604   16.3779946110   -3.1914333325 14.15
901031171602906   16.6153097909   -3.1475451878 14.24
901031171604465   16.6670667126   -3.1720978730 13.94
901031313302135   11.3122392907   -2.8837332207 13.97
901031313303649   11.3598836291   -2.9875846501 14.11
901031313400355   11.5069447999   -2.8926059640 14.38
901031313404832   11.6375375312   -2.9504509166 13.85
901031313406869   11.7041275961   -3.1038737591 14.46
901031313705626   12.4287426011   -3.0949304872 13.80
901031313801376   12.5449237867   -2.9566727201 13.99
901031313802134   12.5691737046   -3.0635492147 13.77
901031313802912   12.5982846628   -3.0018729191 14.16
